Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
CP065319.1_3576	CAD7235639.1|GT2	44.8	542	290	6	10	549	135	669	3.5e-134	482.6
CP065319.1_3582	ANU58122.1|CBM50|GH73	100.0	301	0	0	1	301	1	301	1.9e-176	622.1
CP065319.1_3612	QQR17023.1|GT2	100.0	390	0	0	1	390	1	390	8.3e-225	783.1
CP065319.1_3618	QQR17029.1|GH33	100.0	544	0	0	1	544	3	546	0.0e+00	1112.1
CP065319.1_3622	ANU58084.1|GH33	100.0	386	0	0	1	386	1	386	4.1e-232	807.4
CP065319.1_3632	QOF98253.1|GT2	64.5	417	148	0	387	803	6	422	3.1e-165	586.3
CP065319.1_3640	ACU62277.1|GH35	58.9	384	158	0	5	388	4	387	7.2e-136	487.6
CP065319.1_3703	QQR17101.1|GT2	100.0	325	0	0	1	325	1	325	4.5e-184	647.5
CP065319.1_3704	QQR19333.1|GT32	100.0	255	0	0	1	255	1	255	7.8e-155	550.1
CP065319.1_3706	QQR17103.1|GT2	100.0	257	0	0	1	257	1	257	2.7e-147	525.0
CP065319.1_3707	QQR17104.1|GT0	100.0	365	0	0	1	365	1	365	2.6e-212	741.5
CP065319.1_3708	QQR17105.1|GT4	100.0	375	0	0	1	375	1	375	8.8e-224	779.6
CP065319.1_3721	CAE6110940.1|CE8	41.0	566	295	10	19	576	253	787	9.4e-116	421.4
CP065319.1_3772	ANU57963.1|PL40	100.0	922	0	0	1	922	1	922	0.0e+00	1901.7
CP065319.1_3773	QQR19335.1|GH28	100.0	470	0	0	41	510	1	470	6.9e-280	966.5
CP065319.1_3783	ANU57953.1|GT3	100.0	553	0	0	1	553	1	553	0.0e+00	1144.8
CP065319.1_3784	ANU57952.1|GT35	100.0	854	0	0	1	854	1	854	0.0e+00	1778.8
CP065319.1_3821	ANU59765.1|CBM62	100.0	669	0	0	1	669	1	669	0.0e+00	1385.9
CP065319.1_3884	ANU57878.1|CBM50	100.0	588	0	0	1	588	1	588	0.0e+00	1167.9
CP065319.1_3905	ANU57858.1|GT4	100.0	377	0	0	1	377	1	377	7.5e-215	750.0
CP065319.1_3907	ANU57856.1|GT4	100.0	359	0	0	1	359	1	359	2.0e-201	705.3
CP065319.1_3908	ANU57855.1|GT4	100.0	355	0	0	1	355	1	355	4.0e-210	734.2
CP065319.1_3947	CAE6204650.1|GH28	51.2	600	283	4	2	592	745	1343	3.4e-177	625.5
CP065319.1_3983	CAG7883609.1|GT1	57.0	901	354	7	3	901	170	1039	3.7e-284	981.5
CP065319.1_4025	ANU59765.1|CBM62	100.0	669	0	0	1	669	1	669	0.0e+00	1385.9
CP065319.1_4039	QQR17388.1|CE9	100.0	388	0	0	1	388	1	388	4.5e-223	777.3
CP065319.1_4040	ANU57745.1|CE9	100.0	390	0	0	1	390	1	390	1.4e-227	792.3
