dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH146_e0	GH146:409|GH97:3|GH43_19:1|GH43_34:1|CBM13:1	3.2.1.185:1	arabinan	511	CP065319.1_526	793	1.7e-251	1	511	33	552	0.998043052838
GH51_e19	GH51:1621	3.2.1.55:27	arabinan, arabinoxylan	489	CP065319.1_527	515	3.8e-237	2	489	26	514	0.99591002045
GH109_e7	GH109:31	-	-	390	CP065319.1_541	329	7.4e-16	18	181	24	185	0.417948717949
GT2	GT2:377	-	-	167	CP065319.1_574	248	1.5e-88	1	167	9	175	0.994011976048
GH24_e168	GH24:108	-	-	121	CP065319.1_590	176	7.5e-67	5	121	53	169	0.95867768595
GH97_e24	GH97:162	-	-	600	CP065319.1_707	650	5.2e-263	5	600	29	646	0.991666666667
GH13_e113	GH13_38:338|GH13:1	3.2.1.20:2	sucrose 6(F)-phosphate, starch	375	CP065319.1_74	566	5.2e-180	1	375	34	400	0.997333333333
PL12_e18	PL12_2:44	4.2.2.8:2|4.2.2.7:1	heparin sulfate(host glycan), Heparin and heparan sulfate(host glycan)	131	CP065319.1_897	667	1.8e-68	1	130	405	534	0.984732824427
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	beta-D-glucose, alpha-D-glucose residue	689	CP065319.1_975	720	0	5	688	22	704	0.991291727141
GH23_e63	GH23:115	-	-	135	CP065319.1_1152	323	4.6e-69	1	134	95	228	0.985185185185
PL33_e0	PL33_1:103	4.2.2.1:1	hyaluronate(host glycan)	147	CP065319.1_1190	645	1e-71	1	145	431	575	0.979591836735
GT5_e28	GT5:878	-	-	225	CP065319.1_1273	279	1.4e-108	1	224	7	231	0.991111111111
GH109_e5	GH109:463	-	-	399	CP065319.1_1310	470	1.5e-195	1	398	56	459	0.994987468672
PL11_e0	PL11_1:1283|CBM2:80|CE12:47|PL11:27|CBM35:19|CBM13:13|PL11_2:8|CBM3:6|CBM37:2|GH28:1|GH128:1|CBM0:1|CBM84:1|CBM88:1|CBM5:1|CBM66:1|GH44:1|GH105:1|CBM10:1	4.2.2.23:15|4.2.2.24:5	rhamnogalacturonan I(pectin from the plant cell wall), rhamnogalacturonan I(pectin from the plant cell wall)	607	CP065319.1_1372	635	4.4e-269	2	574	32	621	0.94233937397
CE12_e37	CE12:111|GH106:1	-	-	206	CP065319.1_1393	413	1.4e-106	1	206	164	369	0.995145631068
CE12_e30	CE12:134|CE8:55|CE0:21|PL10_1:1	-	-	211	CP065319.1_1418	580	5.3e-99	1	210	31	261	0.990521327014
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1	-	-	286	CP065319.1_1418	580	6.4e-134	1	283	278	557	0.986013986014
GT19_e2	GT19:889	-	-	349	CP065319.1_1463	379	6.1e-153	1	349	5	360	0.997134670487
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065319.1_1498	1082	8.2e-200	3	494	251	746	0.993927125506
GH43_e147	GH43_34:350|GH43_3:101|CBM66:38|GH92:10|CBM32:3|GH3:2|GH43:1|CBM84:1|CBM42:1	3.2.1.146:1	beta-D-galactofuranoside	280	CP065319.1_1498	1082	4.4e-137	1	279	782	1061	0.992857142857
GH76_e36	GH76:30	3.2.1.101:3	mannans	311	CP065319.1_1648	524	1.3e-172	1	311	176	487	0.996784565916
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065319.1_1660	757	9.2e-215	2	494	247	737	0.995951417004
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	N-glycan (host glycan, human milk oligosaccharides, chitin), mucin	351	CP065319.1_1726	769	4.3e-171	2	349	381	735	0.988603988604
PL42_e0	PL42:75	4.2.2.-:2|3.2.1.-:2	arabinogalactan, arabinogalactan	292	CP065319.1_1741	421	1.3e-154	1	292	24	316	0.996575342466
CBM50_e801	CBM50:54	-	chitin or peptidoglycan	49	CP065319.1_175	445	3.9e-30	1	49	392	440	0.979591836735
GH51_e47	GH51:642|GH43_34:9|CE6:3|GH43_18:3|GH43_22:3|GH43_4:3|GH43:2|GH43_29:2|CBM5:1|CBM66:1|GH0:1|CBM84:1|CBM0:1	3.2.1.55:5	arabinan, arabinoxylan	468	CP065319.1_1753	822	9.2e-188	3	467	360	817	0.991452991453
GH43_e159	GH43_19:262|GH43_34:245|GH43:3|GH43_29:2|GH146:2	3.2.1.55:3	arabinoxylan	275	CP065319.1_1754	322	3.6e-83	1	275	70	301	0.996363636364
GH115_e0	GH115:692|GH3:1|CE15:1|CBM6:1|CE4:1	3.2.1.131:6	glucuronoxylan	646	CP065319.1_1784	268	2.2e-98	2	237	33	267	0.363777089783
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	CP065319.1_1786	291	6.6e-32	3	203	44	278	0.970873786408
CBM6_e0	CBM6:335|GH43_29:310|CBM13:12|CBM22:12|CBM2:12|GH43_16:11|GH43:10|CBM48:6|CE0:6|GH27:2|CBM32:1|CBM36:1|CBM1:1|GH43_10:1|CBM64:1	3.2.1.8:1|3.2.1.37:1|3.2.1.55:1	amorphous cellulose, beta-1,4-xylan,beta-1,3-glucan, beta-1,3-1,4-glucan, and beta-1,4-glucan	125	CP065319.1_1789	90	1.8e-33	38	124	1	88	0.688
CBM4_e6	CBM4:22|GH10:22|CBM0:7	3.2.1.8:5	xylan, beta-1,3-glucan, beta-1,3-1,4-glucan, beta-1,6-glucan and amorphous cellulose	122	CP065319.1_1794	750	6.2e-20	1	113	305	431	0.918032786885
GH10_e5	GH10:38|CBM4:15|CBM0:9	3.2.1.8:4	xylan	262	CP065319.1_1794	750	4.2e-132	1	262	478	742	0.996183206107
GH127_e5	GH127:146	3.2.1.-:2	carrageenan (marine algae)	539	CP065319.1_1897	685	1.1e-34	314	536	323	548	0.411873840445
GH76_e13	GH76:46|CBM6:1	-	-	334	CP065319.1_1901	420	1.5e-179	1	332	60	395	0.991017964072
GH43_e5	GH43_26:84	-	-	310	CP065319.1_1903	369	5.4e-176	1	310	39	348	0.996774193548
GT2	GT2:13	-	-	102	CP065319.1_2009	290	2.1e-48	1	101	8	108	0.980392156863
GT2	GT2:13	-	-	102	CP065319.1_2012	280	8.9e-48	1	95	8	102	0.921568627451
GT2	GT2:12	-	-	115	CP065319.1_2015	267	9.3e-58	1	115	9	123	0.991304347826
GT4_e2115	GT4:23	-	-	138	CP065319.1_2024	369	7.2e-55	2	137	190	326	0.978260869565
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	CP065319.1_2042	401	2.1e-156	2	323	71	394	0.990740740741
GH2_e10	GH2:14	-	-	722	CP065319.1_2062	801	0	2	722	24	745	0.997229916898
GH36_e9	GH36:29	-	-	575	CP065319.1_2067	700	0	1	575	88	667	0.998260869565
GH125_e1	GH125:855|GH92:2	3.2.1.-:4	alpha-mannan, plant N-glycan	401	CP065319.1_2118	490	1.1e-219	2	401	77	475	0.995012468828
GH27_e3	GH27:150|CBM35:84	3.2.1.22:1	alpha-D-galactoside, galactose oligosaccharides (plant), galactomannans (plant) and galactolipid (animal)	234	CP065319.1_2668	615	8.7e-104	1	233	212	453	0.991452991453
CBM35_e26	CBM35:84|GH27:84	3.2.1.22:1	xylan,decorated soluble mannan and mannooligosaccharide,beta-galactan	104	CP065319.1_2668	615	4.9e-43	2	103	511	610	0.971153846154
CE7_e20	CE7:59	-	-	304	CP065319.1_2735	388	4.6e-148	1	255	129	383	0.835526315789
GH36_e36	GH36:257|GH134:1|PL1_7:1	3.2.1.22:11	alpha-D-galactoside (galactose oligosaccharides, galactomannans and galactolipid)	684	CP065319.1_2887	949	0	2	684	29	713	0.997076023392
GH3_e10	GH3:448|GH43_34:2	3.2.1.21:12|3.2.1.-:6	beta-glucan, beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	208	CP065319.1_2902	762	4.2e-105	1	208	77	296	0.995192307692
GH171_e3	GH171:806|GH3:1	-	-	343	CP065319.1_3119	389	5.6e-155	1	343	45	388	0.997084548105
CBM48_e14	CBM48:1142|GH13_14:1124|CBM41:557|GH13_32:70|CBM25:49|GH13_41:25|GH13:12|CBM20:10|CBM68:8|GH13_42:1|CBM0:1	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2	glycogen	92	CP065319.1_3433	669	2.2e-18	13	89	46	126	0.826086956522
GH13_e95	GH13_14:318|CBM48:209|CBM41:64|CBM68:5|GH13:2|GH133:1	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	sucrose 6(F)-phosphate, starch, starch, glycogen, and malto-oligosaccharides, pullulan (starch degradation by fungi)	310	CP065319.1_3433	669	1e-141	1	310	203	527	0.996774193548
GT2	GT2:24	-	-	124	CP065319.1_3561	617	3.7e-50	1	122	7	128	0.975806451613
GH33_e85	GH33:21	-	-	329	CP065319.1_3622	387	1.8e-166	2	328	50	373	0.990881458967
GT4_e38	GT4:98|GT2:1	-	-	131	CP065319.1_3708	376	7.3e-53	2	130	200	330	0.977099236641
CBM62_e1	CBM62:53	-	xyloglucan, arabinogalactan and galactomannan	89	CP065319.1_3821	670	4.8e-31	6	87	458	537	0.910112359551
GT4_e3204	GT4:16	-	-	145	CP065319.1_39	409	1.2e-48	9	142	246	376	0.91724137931
CE9_e7	CE9:187	-	-	374	CP065319.1_4040	391	1.3e-204	1	374	6	379	0.997326203209
GT4_e375	GT4:8	-	-	138	CP065319.1_45	395	9.2e-22	2	135	223	351	0.963768115942
GH88_e24	GH88:141|GH92:7|GH28:1	-	-	324	CP065319.1_699	407	1.1e-170	2	324	75	396	0.993827160494
GH73_e221	GH73:75	-	-	133	CP065319.1_820	504	4.9e-76	2	133	14	144	0.984962406015
PL13_e0	PL13:43	4.2.2.7:6	Heparin and heparan sulfate(host glycan)	360	CP065319.1_883	399	2e-200	2	359	32	397	0.991666666667
PL12_e7	PL12_2:28	4.2.2.7:1|4.2.2.8:1	Heparin and heparan sulfate(host glycan), heparin sulfate(host glycan)	132	CP065319.1_891	726	1.4e-64	1	132	436	566	0.992424242424
GH88_e11	GH88:672|PL38:10|GH29:7|GH154:5|PL8_3:1	3.2.1.-:3	host glycan	324	CP065319.1_896	435	1.9e-140	2	323	102	417	0.990740740741
PL15_e0	PL15_2:45	4.2.2.7:2|4.2.2.8:2	Heparin and heparan sulfate(host glycan), heparin sulfate(host glycan)	153	CP065319.1_901	878	7.3e-92	2	153	543	694	0.986928104575
GH133_e1	GH133:236	-	-	351	CP065319.1_1277	646	2.3e-168	2	351	289	637	0.994301994302
CE11_e18	CE11:339	-	-	269	CP065319.1_1336	462	9.7e-123	1	268	5	297	0.992565055762
CE8_e86	CE8:237|CE12:56|PL1_2:3|PL10_1:2|CBM13:1|GH105:1|CBM6:1	-	-	286	CP065319.1_1419	315	3e-132	1	286	25	305	0.996503496503
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host N-glycan, host N-glycan, host N-glycan	494	CP065319.1_1500	781	3e-208	2	494	267	760	0.995951417004
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host N-glycan, host N-glycan	509	CP065319.1_1501	762	8.7e-276	1	509	235	742	0.998035363458
GT2	GT2:60	-	-	266	CP065319.1_1717	330	1.6e-134	1	266	5	271	0.996240601504
GH95_e1	GH95:1763|CBM13:26|CBM2:14|CE6:11|CBM6:7|CBM32:5|CE8:2|GH29:1|CE12:1|CBM5:1|GH1:1	3.2.1.-:3|3.2.1.63:2	plant pectic polysaccharide, xylan, alpha1,2-L-fucosidase sugar	743	CP065319.1_1787	814	0	3	729	23	746	0.977119784657
CE6_e2	CE6:151|CE0:39|CBM48:38|GH95:11|GH51:3|GH97:2|GH43_10:2|GH43_17:1|CBM5:1|CBM4:1|GH10:1|GH43_28:1|CBM88:1|CBM9:1	3.1.1.72:6|3.1.1.73:2	acetylxylan	111	CP065319.1_1791	639	4e-51	1	111	88	198	0.990990990991
CBM48_e9	CBM48:44|CE0:41|CE6:26|CBM6:6|GH43_29:6	3.1.1.72:2|3.1.1.73:1	glycogen	60	CP065319.1_1791	639	3.4e-33	1	60	304	363	0.983333333333
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	CP065319.1_1791	639	2.7e-63	3	205	414	631	0.980582524272
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	arabinoxylan, xylan	295	CP065319.1_1800	578	8.4e-155	1	295	71	366	0.996610169492
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1	-	-	179	CP065319.1_1800	578	1.4e-63	1	177	398	577	0.983240223464
GH97_e18	GH97:183|GH146:3|GH43_19:3|CE6:2	3.2.1.22:1|3.2.1.88:1	alpha-D-galactoside, alpha-D-fucoside	633	CP065319.1_1802	659	0	4	632	27	656	0.992101105845
GH43_e124	GH43_12:138|GH10:7|GH43:1	3.2.1.55:7|3.2.1.8:1	arabinoxylan, xylan	295	CP065319.1_1804	576	8.6e-171	1	295	66	360	0.996610169492
CBM91_e46	CBM91:172|GH43_12:169|GH10:14|GH43_8:1	-	-	179	CP065319.1_1804	576	8.1e-81	1	176	397	572	0.977653631285
CE9_e78	CE9:112	-	-	382	CP065319.1_1833	396	4.4e-193	2	382	8	390	0.994764397906
CBM62_e1	CBM62:53	-	xyloglucan, arabinogalactan and galactomannan	89	CP065319.1_1889	675	6.1e-29	6	83	462	538	0.865168539326
GH92_e18	GH92:769	3.2.1.113:6|3.2.1.-:1	host N-glycan, host N-glycan	509	CP065319.1_1899	764	2e-280	1	509	234	741	0.998035363458
GH2_e14	GH2:396|GH43:2|GH43_26:1|CBM35:1|GH43_10:1	-	-	567	CP065319.1_1906	607	1.3e-258	3	559	46	602	0.980599647266
GH36_e24	GH36:283|CBM51:3	3.2.1.22:2	alpha-D-galactoside (galactose oligosaccharides, galactomannans and galactolipid)	680	CP065319.1_1979	730	0	1	680	27	712	0.998529411765
GT2	GT2:6	-	-	137	CP065319.1_2010	328	6.7e-63	1	137	10	143	0.992700729927
GT4_e3070	GT4:16	-	-	145	CP065319.1_2013	368	2.2e-64	1	145	193	337	0.993103448276
GT2	GT2:6	-	-	125	CP065319.1_2016	269	5.3e-66	1	125	5	129	0.992
GT4_e2089	GT4:84	-	-	145	CP065319.1_2020	381	1e-62	1	143	204	346	0.979310344828
GH130_e2	GH130:87	-	-	341	CP065319.1_2202	353	2.7e-183	2	341	8	347	0.994134897361
GH43_e217	GH43_31:34	-	-	273	CP065319.1_2255	329	1.6e-156	1	272	36	303	0.992673992674
GH43_e30	GH43:26	3.2.1.55:1	arabinoxylan	315	CP065319.1_2265	396	1.2e-177	2	314	65	384	0.990476190476
GH30_e42	GH30_4:128	3.2.1.38:1	beta-D-fucoside	479	CP065319.1_2310	532	2e-206	2	477	35	528	0.991649269311
GH35_e44	GH35:96	-	-	181	CP065319.1_2487	540	1.1e-21	2	164	54	231	0.895027624309
GH89_e9	GH89:24	-	-	641	CP065319.1_2502	719	0	1	640	67	706	0.996879875195
GH3_e57	GH3:182	3.2.1.-:1	beta-1,3-glucan (laminarin, lichenin and cereal D-glucans)	226	CP065319.1_2770	1004	3.7e-113	2	225	112	333	0.986725663717
GH97_e5	GH97:103	3.2.1.22:1	alpha-D-galactoside, alpha-D-fucoside	633	CP065319.1_2896	652	2e-300	5	633	21	651	0.992101105845
GH43_e193	GH43_17:9	-	-	283	CP065319.1_2921	327	2.5e-140	1	282	28	303	0.992932862191
PL10_e13	PL10_1:106|CE0:22|CE8:20|PL10:4|CE12:1	4.2.2.2:1	pectate	290	CP065319.1_3022	365	2.7e-135	2	290	64	351	0.993103448276
GH28_e118	GH28:9|CBM32:2	-	-	271	CP065319.1_3040	477	9.2e-50	4	271	187	457	0.985239852399
GT2	GT2:29	-	-	277	CP065319.1_3612	391	2.4e-98	1	273	58	331	0.981949458484
GH33_e14	GH33:62	-	-	363	CP065319.1_3618	545	1e-192	1	363	168	530	0.997245179063
GT32_e184	GT32:7|GT2:1	-	-	78	CP065319.1_3704	256	5.2e-44	2	77	27	102	0.961538461538
GT2	GT2:75	-	-	140	CP065319.1_3706	258	7.1e-51	1	115	10	122	0.814285714286
PL40_e1	PL40:74	-	-	922	CP065319.1_3772	923	0	3	900	5	911	0.972885032538
CBM50_e831	CBM50:84	-	chitin or peptidoglycan	44	CP065319.1_3884	589	1.5e-19	1	44	33	75	0.977272727273
CBM50_e831	CBM50:84	-	chitin or peptidoglycan	44	CP065319.1_3884	589	1.1e-20	1	44	87	130	0.977272727273
CBM50_e831	CBM50:84	-	chitin or peptidoglycan	44	CP065319.1_3884	589	1.8e-19	1	44	162	204	0.977272727273
GT4_e116	GT4:111	-	-	115	CP065319.1_3908	356	8.4e-53	1	114	197	309	0.982608695652
GH2_e80	GH2:380	3.2.1.25:4	beta-D-mannoside	707	CP065319.1_450	932	0	5	705	85	789	0.990099009901
GH25_e217	GH25:153	-	-	177	CP065319.1_546	299	3.3e-82	1	177	102	277	0.994350282486
GH23_e996	GH23:98	-	-	155	CP065319.1_671	464	1.2e-80	1	155	303	457	0.993548387097
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	CP065319.1_694	273	1.9e-22	15	201	55	258	0.902912621359
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	CP065319.1_73	671	7e-29	1	89	54	136	0.988764044944
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose 6(F)-phosphate, starch, glycogen, and malto-oligosaccharides	293	CP065319.1_73	671	1.7e-145	1	293	221	512	0.996587030717
